trig_num,start_min_win,start_max_win,end_min_win,end_max_win,c,x,x2
211,-386.048,-313.472,96.12799999999999,137.856,556.1051317268242,0.16356928046668295,9.793624421917102e-06
214,-120.896,-71.702,195.766,359.296,600.8063794385715,0.07457723716461752,-0.0002892436311419412
218,-121.60000000000001,-61.1865,179.565,358.592,551.4308360441927,-0.09007807225762102,2.5717048720794544e-06
219,-121.34400000000001,-7.1710000000000065,245.0,400.0,809.8746073866035,0.17292898736837578,9.884925304911355e-05
222,-120.83200000000001,-60.393,215.68900000000002,357.312,575.4018845315808,-0.039614261322177644,3.984809224221306e-05
223,-120.06400000000001,-61.133500000000005,193.7735,358.08,539.9988287384361,-0.03722531210264613,-5.363054612779423e-05
226,-121.85600000000001,-58.857000000000006,292.297,358.336,437.7881577016608,0.029772322653757403,0.0004753718501880599
228,-120.768,-61.9235,187.04350000000002,359.42400000000004,598.7041936138808,0.011908207912445012,-2.6258119912586796e-05
229,-120.768,-60.4615,179.9495,359.42400000000004,480.68458283495426,0.03249097980531476,-1.0785029246619887e-05
235,-350.208,-178.93650000000002,99.2885,173.696,578.7848176739042,-0.011903662762675616,9.048729394830041e-05
237,-120.06400000000001,-15.0,200.6765,358.08,766.2855795972756,-0.10299386513968514,8.382432974234368e-05
249,-121.34400000000001,-55.24300000000001,150.0,358.848,1076.4635771505914,-0.0997718002203186,-2.429603701050435e-05
254,-120.06400000000001,-17.0,150.0,358.08,944.8890779192619,-0.07825574086276839,6.6461385586314e-05
257,-121.664,-62.496,222.17600000000002,358.528,483.62839731349453,0.046551027372215135,-0.00014260897280484448
288,-121.85600000000001,-65.152,201.984,358.336,553.6018187904252,-0.06562288991090807,8.683480796807922e-05
289,-121.34400000000001,-60.775000000000006,179.3665,358.848,455.4331962908479,0.02970651141919335,0.000290398682181617
297,-120.57600000000001,-60.685500000000005,178.9575,357.568,493.308010926027,0.03143824144419483,4.393512081247867e-05
298,-120.19200000000001,-60.1925,179.172,357.952,1194.5339592265661,0.015263400460374216,0.0004723756381867604
332,-78.0,-16.0,207.073,358.336,499.43770233286386,0.01663724382841611,-8.176116596023615e-05
351,-318.0,-118.0,115.48049999999999,137.856,510.44421141420145,-0.08200473936743626,0.00016862361495895817
373,-121.85600000000001,-61.6775,179.2775,358.336,1055.8396815458716,0.0295409865710862,-7.162340515803658e-05
394,-120.32000000000001,-64.77250000000001,229.41250000000002,357.824,471.9896567847692,-0.1480772146789733,0.0001675386808808858
398,-120.0,-63.105,193.31300000000002,358.144,617.0075151924783,-0.3220705017785179,0.0005147711176741113
401,-121.85600000000001,-61.914500000000004,180.8905,358.336,586.9440697977043,0.07253173109768592,-9.176497426834505e-05
404,-121.85600000000001,-89.488,215.664,358.336,441.12436959976213,-0.08989389010070133,5.6317812121173434e-05
408,-120.57600000000001,-61.8085,223.0885,357.568,521.8641552742795,0.02855561723337322,0.0002066104651454425
414,-121.85600000000001,-65.221,189.189,358.336,522.8990828818853,-0.05278362154203653,-4.4453426436718046e-05
432,-121.21600000000001,-60.64,179.47799999999998,358.976,1146.5990438522783,-0.22383816926568884,0.0001436382876236534
444,-121.664,-60.9415,179.3735,358.528,947.9347129409942,0.007750355083322519,7.78696068233883e-05
451,-120.256,-61.0565,187.96850000000003,357.88800000000003,533.5579287142035,0.09530585652758687,-4.395589060842856e-05
465,-120.83200000000001,-62.726000000000006,185.82999999999998,357.312,468.37837692754727,0.04466719246334327,-2.4937756487651433e-05
467,-121.92,-62.7845,199.9365,358.272,495.6554025830358,0.06830606932235882,-6.12300019477899e-05
469,-121.85600000000001,-61.347,187.747,358.336,784.8419694661978,0.12501559572989823,2.81189598071837e-05
472,-120.83200000000001,-80.43,206.478,359.36,469.1016655732836,0.009725817707162685,3.5276654201650553e-05
473,-120.83200000000001,-62.596500000000006,195.6845,357.312,551.7507592067342,0.02265612139161359,-4.2729917698214e-05
474,-120.896,-60.492,179.712,359.296,1232.266605706604,-0.06884693030117925,0.00021550895701085844
480,-121.92,-60.9945,179.153,358.272,1279.451964767775,-0.05644130131037911,-0.00032800218477186
486,-121.34400000000001,-60.929,179.393,358.848,532.7764305355633,-0.12999016323953952,0.0002283255474095469
491,-121.408,-60.745,179.45999999999998,358.784,516.8563594960345,-0.038965370502711726,0.00010473843512602553
493,-120.57600000000001,-61.462500000000006,182.64649999999997,359.616,484.88922587023495,0.12011960983250708,-2.8295441142320104e-05
501,-120.83200000000001,-61.634,196.29,357.312,471.84821247997974,-0.06004173258611429,-1.3852615713723078e-05
503,-120.256,-12.0,202.913,357.88800000000003,482.40367905711133,0.34248934781206714,0.0003817653684955539
508,-120.83200000000001,-61.1465,179.77050000000003,359.36,1025.0610619150505,-0.1364615727130642,7.436771208960865e-05
512,-121.47200000000001,-14.0,348.0,402.432,1413.8037953063583,0.5870060354791113,-0.0001589768516002683
516,-120.768,-63.7025,184.82250000000002,357.37600000000003,473.3690883897384,-0.14970180810835296,8.957669457354302e-05
526,-120.83200000000001,-12.0,250.0,330.0,509.5592175218573,-0.016049160047359904,8.84489219063292e-06
537,-120.70400000000001,-60.547000000000004,182.019,359.488,507.8973085014667,-0.10373904109318387,3.489174681938391e-05
540,-121.34400000000001,-61.92,195.776,358.848,1004.905752028693,0.02360529081762048,5.716647058415703e-05
543,-121.408,-60.709,182.02100000000002,358.784,569.4867544981664,0.05721296081005267,-0.000240331060246577
547,-35.0,-9.0,60.0,357.632,602.7400749688032,-0.1524202233059098,5.0372323996693276e-05
548,-121.60000000000001,-15.0,80.0,358.592,542.5524770006243,0.019477460384142404,9.31194891402349e-05
