trig_num,start_min_win,start_max_win,end_min_win,end_max_win,c,x,x2
1561,-121.85600000000001,-61.843500000000006,191.4755,358.336,617.3946644089808,-0.2964648760506198,0.00025053093284188095
1566,-121.664,-60.8855,179.3075,358.528,742.3930691995702,0.019641187843924466,7.421948782654568e-05
1567,-121.85600000000001,-61.847,187.959,358.336,482.8091358511709,0.10824489494225455,9.650187432291455e-05
1574,-121.85600000000001,-71.3035,225.0635,358.336,502.44047073116417,-0.041480272470318054,-3.434890416710452e-05
1578,-121.85600000000001,-60.84,190.69600000000003,358.336,509.1757042797623,-0.04329773284858813,3.9884972770820445e-05
1579,-120.83200000000001,-61.248000000000005,218.72,357.312,502.4771969270879,0.038386955687070165,-8.135051744269125e-05
1580,-121.60000000000001,-62.914,200.83399999999997,358.592,518.8827244786438,-0.042702663759278114,-5.748624726651763e-05
1586,-120.83200000000001,-62.080000000000005,225.6,357.312,465.81264853734854,0.06376469921209293,-0.00010131393635404783
1588,-120.768,-60.4615,178.89350000000002,357.37600000000003,814.5617952030534,-0.05071878935538026,6.793024148220991e-06
1590,-121.85600000000001,-69.4665,209.1465,358.336,472.82803363357027,0.07370395167252075,0.0001472009433154339
1601,-120.44800000000001,-62.400000000000006,206.56000000000003,359.744,927.5312134995639,0.11438840657057889,0.00018844731931334636
1604,-33.792,-22.3435,191.84750000000003,358.336,476.2793829520783,-0.014248943845503442,0.00010878681968823852
1606,-120.83200000000001,-20.0,150.0,200.0,516.9111296721545,0.3252196471740968,0.001331541733345808
1609,-120.83200000000001,-59.5855,189.02550000000002,357.312,462.1527657218818,-0.11037438832861297,0.00016093315895179044
1611,-121.60000000000001,-63.1135,198.4095,358.592,793.8762436375887,-0.013992940479008249,-3.569590879744556e-05
1614,-121.08800000000001,-10.0,289.38199999999995,359.104,619.8302028958464,-0.1076564988952515,-5.918515196061067e-05
1623,-121.536,-60.7375,213.1215,358.656,590.7188541958931,0.04193510092055003,-0.00020207546974883555
1625,-120.83200000000001,-58.2535,188.9735,357.312,497.98798598024155,0.05774075601665601,-6.355817533692352e-05
1626,-121.024,-62.8925,195.85250000000002,357.12,728.4574342979599,0.050624644065087265,3.516125644484381e-05
1628,-121.60000000000001,-61.596000000000004,198.14,358.592,529.6118933133789,-0.0802836702523366,0.00010741201488312664
1634,-120.19200000000001,-10.0,179.7065,357.952,968.5003450712675,0.2541768675312306,-8.17303641206175e-05
1635,-120.896,-10.0,178.949,357.248,1117.123197868055,0.376566656501141,-0.0005042891599757144
1636,-120.32000000000001,-60.712,180.68,359.872,545.5032362986417,0.1114570288893166,-8.856262718028523e-05
1637,-121.08800000000001,-64.259,180.259,357.056,527.3543385815925,0.0466767312498975,-4.344135282695655e-05
1642,-113.664,-10.0,100.0,358.336,590.8607640429116,-0.0030811585350626197,-0.00016594098730334636
1646,-120.83200000000001,-15.0,244.287,359.36,586.6817570905363,-0.04841965318800597,-0.00013040453945410303
1651,-121.85600000000001,-61.19050000000001,183.8145,358.336,449.6501248820664,0.03244200153788498,0.0001228739595773577
1652,-120.83200000000001,-53.158500000000004,221.57450000000003,359.36,545.3215468085107,0.03480538716454845,-0.00012168860530144638
1653,-121.60000000000001,-63.934000000000005,208.98999999999998,358.592,549.7313550434777,0.005199434017548909,-3.093199512159015e-05
1655,-121.85600000000001,-64.927,100.0,200.0,606.4699037849365,0.2558737813535724,-0.0004147161955426466
1656,-121.34400000000001,-66.5915,267.0075,358.848,496.6103468522931,0.08213387029387953,-3.8540566367504437e-05
1657,-121.85600000000001,-65.0745,186.8985,358.336,490.2783977954912,-0.06283654222789863,0.00013277516877344134
1659,-120.06400000000001,-10.0,179.1435,300.0,475.1284394190923,-0.018595235967651006,2.259869434714515e-07
1660,-120.96000000000001,-60.68450000000001,205.67650000000003,357.184,553.3274145769664,-0.05156933059273258,2.5425753424482262e-05
1661,-120.83200000000001,-10.0,108.624,178.112,517.7865410145964,-0.09883033551315651,0.0009547550064606189
1662,-121.47200000000001,-60.854000000000006,179.59350000000003,358.72,495.29576585819245,-0.04203481758885697,-6.270249449980852e-05
1663,-200.832,-100.548,180.356,323.072,761.3545357260448,-0.04259091868700093,0.00011643917742979282
1664,-120.57600000000001,-10.0,181.448,357.568,503.2198957243921,-0.1366375643188197,0.00015626891363469369
1665,-120.83200000000001,-60.5255,179.75750000000002,359.36,467.8808114231787,-0.1596379001941167,0.00030786719617049817
1667,-120.83200000000001,-63.0155,191.7835,357.312,544.3788419838373,-0.007690818733821824,2.806806517817345e-05
1676,-120.83200000000001,-59.0345,207.64249999999998,359.36,525.3012061771099,0.043805526651079875,-4.299222442215049e-05
1679,-120.32000000000001,-61.2445,180.9885,357.824,461.1274680433576,-0.02239158793578384,0.00010220242912879169
1680,-120.256,-60.4185,179.17050000000003,357.88800000000003,537.6367566783234,0.07583722981338047,-0.00029142255529641855
1683,-120.768,-60.521,180.96900000000002,357.37600000000003,508.55240114375283,0.008292232741131172,5.519133108036822e-06
1687,-121.85600000000001,-67.8345,100.0,175.0,526.038052987597,-0.051921721328446954,1.7263558392871998e-05
1693,-121.34400000000001,-63.334,185.734,358.848,524.2110347814531,0.009368275186719524,2.3293706753070535e-05
1694,-121.34400000000001,-60.761500000000005,179.68650000000002,358.848,653.1920595325992,-0.13038755884486458,-0.0002651639541957184
1700,-121.60000000000001,-63.3935,194.01749999999998,358.592,553.6582082224172,0.11291981246397328,-9.700287387094803e-05
1701,-120.128,-60.582,180.90200000000002,358.016,592.384197413903,-0.10835854372261458,0.00010128134615485253
1704,-11.264,-6.670999999999999,183.24699999999999,358.336,575.0448863048667,-0.04947943984996344,6.351374919467283e-05
1709,-120.57600000000001,-60.3395,181.7155,359.616,718.9800463916426,-0.039759343949921234,0.0001265307730406651
1711,-121.28,-60.5195,182.69550000000004,358.91200000000003,905.178730823354,0.3567494078428778,-0.00010501684941414831
1712,-124.928,-55.687,362.471,398.976,770.9659791665921,-0.1689831175897775,0.0002375691891819198
1714,-120.83200000000001,-10.0,191.652,359.36,633.1147966936746,0.08293856361858716,-0.00032664831414668
1717,-120.83200000000001,-61.331,186.96300000000002,359.36,537.1053827341705,0.0679175334044706,-3.628079881782269e-05
1730,-120.83200000000001,-62.815000000000005,196.127,359.36,543.0302406772521,-0.12465351283533105,0.0002375722825395587
1731,-120.83200000000001,-63.0005,185.0485,357.312,613.3861099892006,-0.2765554272343129,0.0002838056809853223
1733,-121.85600000000001,-64.15350000000001,197.7535,358.336,853.2115294403992,-0.13548668669814018,-0.00016289267029549967
1734,-121.08800000000001,-63.6165,202.6565,359.104,511.35752435073357,-0.016989549809040633,-5.527798386568286e-06
1736,-121.92,-61.0635,179.2395,358.272,785.2164056510957,0.20997243014823247,0.00010669468222072587
1740,-120.256,-64.0925,211.19650000000001,357.88800000000003,606.2135489266565,-0.31795658639826213,0.00015628575746211838
1741,-120.896,-60.768,179.74499999999998,359.296,869.8356938044556,-0.4175131022149744,0.00024810381411421116
1742,-121.85600000000001,-67.041,210.529,358.336,863.5784433278046,-0.36046818194783053,0.0005440394870681932
1747,-121.92,-61.225,180.685,358.272,544.4960697753047,0.05172262145659832,0.00018950846648308888
1760,-121.85600000000001,-61.063500000000005,179.4635,358.336,1097.8148927359148,0.053600185275833524,1.8134747820208393e-05
1791,-120.32000000000001,-60.447,163.3995,325.056,514.9233457854443,0.013632966955259748,-1.696259110830642e-05
1806,-120.83200000000001,-62.5245,193.3085,357.312,503.0598073558133,0.07107163621119036,5.102281831500275e-05
1807,-121.08800000000001,-61.6985,210.94650000000001,359.104,504.4603322391667,0.03199755316535325,0.00012117299366156348
1815,-121.85600000000001,-44.84100000000001,205.609,358.336,601.5470398349577,0.02219495565646136,-0.00014377974108057724
1819,-121.34400000000001,-61.959,205.223,358.848,515.4412272639074,0.04725993635456677,-2.3118437420572468e-05
1830,-120.83200000000001,-62.9825,257.9905,359.36,557.7568495449751,0.11002047725600454,-0.0003303964509419837
1851,-120.896,-60.672,180.32,359.296,539.8741979124892,-0.2322700790210667,0.0004634085086643815
1883,-121.72800000000001,-61.95250000000001,189.37650000000002,358.464,533.5674389978433,-0.05916015572917009,5.755993221223577e-05
1885,-108.544,-56.2985,210.9225,357.312,503.32067172249015,0.01615490951387136,3.11517450000586e-05
1886,-151.552,-74.8845,326.9805,372.35200000000003,514.2641027982472,0.043771903483792514,-4.474082729113673e-05
1922,-120.83200000000001,-62.947500000000005,188.7715,357.312,436.251367789329,0.10220884563730608,0.0001440371416865273
1924,-120.83200000000001,-67.7,188.98,359.36,528.3040303335252,-0.05293683085585571,0.000288821503670861
1953,-121.60000000000001,-10.0,25.0,75.0,528.4203136126118,0.41232547620931714,0.0016955452867757018
1956,-120.83200000000001,-60.93900000000001,187.659,359.36,506.5909698169722,-0.05135483112738843,4.447405278166933e-05
1967,-121.08800000000001,-61.036,192.87599999999998,357.056,531.3005521080605,-0.08557870403310533,9.953357225201789e-05
1968,-120.83200000000001,-60.7805,178.9885,357.312,1092.8745446787518,-0.35471972925568823,0.00019958452448577807
1974,-121.85600000000001,-60.7235,183.2195,358.336,657.8470217186158,-0.14553143881722191,-0.0002707652018833647
1982,-250.88,-165.90449999999998,157.1365,273.024,504.88237846629903,-0.01939609495799611,-3.103284734188273e-05
1989,-124.928,-59.0215,340.3975,398.976,600.9078155756144,-0.2229473278351844,0.000101206492608564
1991,-121.08800000000001,-10.0,216.86649999999997,359.104,594.1685948184909,0.21129522031553913,6.060285672973764e-05
1993,-120.06400000000001,-60.965,195.20499999999998,358.08,1167.0178266752807,-0.0065903329421296755,-4.694914733902492e-05
1997,-121.536,-20.0,210.62449999999998,358.656,1320.843894857072,-0.1708454803410575,0.00021554325908649537
2003,-121.21600000000001,-60.713,179.82399999999998,358.976,485.4620431916541,-0.040091645445073314,4.1250513463267414e-05
2018,-120.83200000000001,-62.1805,189.8285,359.36,536.2123487489565,0.0759716040662738,-7.023605386946459e-05
2019,-120.83200000000001,-60.3695,191.12150000000003,359.36,588.9320117191963,-0.3281547880967202,0.00024387770315481363
2035,-120.83200000000001,-60.8335,182.56150000000002,359.36,587.1272299616796,0.0033961417851390155,-0.0001062024962691867
2037,-120.64,-60.4105,181.97850000000003,357.504,562.1989264766188,0.2766172801569516,-3.300515327284254e-05
2040,-120.768,-60.7365,180.10850000000002,359.42400000000004,604.0471585543303,-0.20761911367855387,0.00024655413375791383
2041,-121.85600000000001,-61.95250000000001,182.8485,358.336,504.67364270258406,-0.010025589947542704,-1.3837749611037888e-05
2043,-120.57600000000001,-60.5835,179.9115,359.616,535.3447972529665,0.05890963082034941,-4.723359806132718e-05
2044,-120.83200000000001,-63.267500000000005,184.5155,359.36,1062.2620651981347,-0.10848924428456984,2.143502107970795e-05
2047,-121.34400000000001,-70.664,192.04,358.848,610.3393754919181,0.21787637203424046,9.076253404824525e-05
2049,-120.384,-60.2955,178.9835,357.76,1020.6626728509739,0.20460011073629683,0.0005057815232566531
2053,-120.96000000000001,-66.492,183.964,359.232,579.3482901777522,-0.18500734733072474,0.00015100803082817427
2056,-120.19200000000001,-61.090500000000006,179.26649999999998,357.952,540.13333729418,0.07605799571272863,-7.71690939569656e-05
