trig_num,start_min_win,start_max_win,end_min_win,end_max_win,c,x,x2
551,-121.152,-60.6525,179.6775,359.04,1617.9161294508317,0.046546683038167364,-0.0003608053908605458
555,-121.152,-60.8345,181.79450000000003,359.04,539.3036748361566,0.040309127754081825,-3.624230587021377e-05
559,-120.83200000000001,-30.0,185.348,359.36,608.1610603195778,0.09377196988246574,-0.00016625445809082456
563,-120.06400000000001,-60.60850000000001,191.2005,358.08,748.5917408144379,-0.18680026953760495,0.00031295087654881264
568,-121.792,-10.0,10.0,100.0,1317.1375357131217,-0.5838100882751482,-7.706053554718213e-05
575,-50.0,-10.0,10.0,50.0,489.4408410609383,0.25012133657475094,-0.001908589333591014
577,-121.85600000000001,-64.9685,272.7445,358.336,629.5627404757015,0.03418140832988751,-0.00016800388023415638
591,-100.0,-20.0,207.089,358.336,678.0432065009616,0.06798992321984629,-0.000179943535841921
594,-121.85600000000001,-61.839000000000006,191.983,358.336,533.7166906742,-0.0039227028527122065,-3.6417446888527412e-06
603,-121.85600000000001,-10.0,220.0,330.0,1579.8351814805167,-0.23735988967749938,-0.0004211498563915668
606,-120.32000000000001,-10.0,189.46650000000002,357.824,555.69277485901,0.03596035522166751,-0.0001259295722096174
630,-121.85600000000001,-65.492,185.14,358.336,560.9960189081228,0.00039050775886331047,5.0595288632271464e-05
647,-121.536,-60.29,210.178,358.656,535.7634603565584,-0.09317552260067381,-2.7178334808645763e-05
658,-121.85600000000001,-62.69800000000001,189.418,358.336,427.26057220715353,0.09825228641223151,0.00011143055693228592
659,-121.08800000000001,-73.265,220.017,359.104,512.8944711214525,-0.042742627640023435,2.116094753367915e-05
660,-120.32000000000001,-60.385000000000005,189.601,357.824,506.405696265239,0.18760872972053486,0.00019756540395031918
673,-120.83200000000001,-63.865,191.22500000000002,357.312,492.9383390012326,0.07802248684456191,9.683350521344046e-05
676,-121.85600000000001,-63.819500000000005,216.36350000000002,358.336,568.4344258143714,0.030542579546952005,-5.400920451686663e-05
677,-121.92,-60.969,179.1625,358.272,648.179798822984,-0.23381819349681457,0.00017122801503384588
678,-60.0,-10.0,100.0,230.0,522.1777455108424,0.161942688950383,0.0003634820123865087
680,-120.83200000000001,-10.0,185.21,359.36,723.0681136645885,-0.014345574861514925,-0.00011037189217125163
685,-121.408,-79.2375,199.30149999999998,358.784,539.5854672582053,0.033737816599052214,4.258445940634314e-05
686,-120.06400000000001,-60.557,184.813,358.08,617.4127901866303,0.04288231931775863,-0.00024440912856216136
690,-120.83200000000001,-60.98650000000001,180.0585,357.312,522.4753606020915,0.05792884114536313,1.623459131003936e-05
692,-121.34400000000001,-83.04650000000001,190.0545,358.848,763.2605174527966,0.18834991676537943,-7.728067912395382e-05
704,-120.70400000000001,-10.0,203.1695,357.44,588.1197250183847,-0.2956429798181651,0.00017165503099273471
